sex,age,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight
FEMALE,58,"URBAN 100,000-200,000",Swietokrzyskie,SECONDARY,technical science,PUPIL OR STUDENT,25.0,,SINGLE,4.0,1976.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5.0,NO,,NO,NO,NO,,NO,,GERMANY,ACTIVE,170.0,98.0
MALE,20,"URBAN 100,000-200,000",Mazowieckie,PRIMARY/NO EDUCATION,"agriculture, forestry, fishing",RETIRED,24.0,,DIVORCED,10.0,1955.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,0.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",IT DEPENDS,GREAT BRITAIN,NONE,165.0,52.0
MALE,57,"URBAN 500,000 AND OVER",Lubelskie,SECONDARY,"agriculture, forestry, fishing",SELF-EMPLOYED,0.0,2270.0,SINGLE,8.0,1971.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,,YES,YES,5.0,YES,,NO,NO,NO,,NO,LESS THAN 1 YEAR,,ACTIVE,163.0,80.0
FEMALE,36,"URBAN 500,000 AND OVER",Lodzkie,SECONDARY,no specialisation,PUPIL OR STUDENT,8.0,,SINGLE,12.0,1981.0,,1998.0,MOSTLY DISSATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,20.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,160.0,58.0
FEMALE,62,RURAL AREAS,Lubuskie,PRIMARY/NO EDUCATION,pedagogics,FARMER,,1680.0,MARRIED,7.0,1980.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,164.0,62.0
MALE,88,"URBAN 100,000-200,000",Kujawsko-pomorskie,POST-SECONDARY OR HIGHER,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,,MARRIED,,1973.0,,1998.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,NO,,NO,NO,NO,,NO,,,NONE,162.0,58.0
FEMALE,60,"URBAN 100,000-200,000",Kujawsko-pomorskie,SECONDARY,production and processing,RETIRED,,,MARRIED,7.0,1989.0,,1998.0,PLEASED,2.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,YES,2.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,PASSIVE,185.0,46.0
MALE,78,"URBAN 200,000-500,000",Slaskie,SECONDARY,no specialisation,RETIRED,0.0,,DIVORCED,,1980.0,,,DELIGHTED,3.0,IT`S DIFFICULT TO TELL,YES,YES,YES,3.0,NO,,NO,NO,NO,,NO,,GERMANY,NONE,178.0,59.0
FEMALE,62,"URBAN 20,000-100,000",Podkarpackie,PRIMARY/NO EDUCATION,no specialisation,EMPLOYED IN PUBLIC SECTOR,0.0,6044.0,MARRIED,,1967.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2.0,NO,,NO,NO,YES,,"YES, TO EU COUNTRY",,,NONE,170.0,75.0
MALE,62,"URBAN 20,000-100,000",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,technical science,RETIRED,23.0,1613.0,MARRIED,7.0,1981.0,,,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,NO,,NO,NO,NO,,NO,,,NONE,167.0,65.0
MALE,74,"URBAN 200,000-500,000",Swietokrzyskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,6.0,,SINGLE,7.0,1987.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,4.0,NO,,NO,NO,NO,,NO,,,NONE,160.0,85.0
MALE,39,"URBAN 20,000-100,000",Slaskie,PRIMARY/NO EDUCATION,production and processing,RETIRED,23.0,6582.0,MARRIED,4.0,1980.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,NO,6.0,NO,,YES,NO,NO,14.0,NO,IT DEPENDS,,NONE,186.0,72.0
MALE,32,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,social welfare,RETIRED,,1804.0,WIDOWED,7.0,1970.0,,,PLEASED,10.0,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,0.0,NO,,NO,NO,NO,,NO,,,NONE,175.0,97.0
MALE,39,RURAL AREAS,Malopolskie,PRIMARY/NO EDUCATION,no specialisation,LONG-TERM SICK/DISABLED,0.0,3261.0,MARRIED,5.0,1981.0,,,PLEASED,9.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,15.0,NO,,NO,NO,NO,,NO,,,NONE,170.0,75.0
FEMALE,73,RURAL AREAS,Wielkopolskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",FARMER,,1586.0,MARRIED,8.0,1981.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,NO,,YES,NO,NO,,"YES, TO EU COUNTRY",,,NONE,186.0,93.0
MALE,20,"URBAN 100,000-200,000",Swietokrzyskie,POST-SECONDARY OR HIGHER,production and processing,PUPIL OR STUDENT,6.0,,MARRIED,9.0,1981.0,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,3.0,NO,,NO,NO,NO,,NO,IT DEPENDS,,NONE,170.0,105.0
FEMALE,29,"URBAN 20,000-100,000",Lubelskie,SECONDARY,no specialisation,,0.0,4374.0,SINGLE,7.0,,,,,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3.0,NO,,NO,NO,NO,,NO,LESS THAN 1 YEAR,GREAT BRITAIN,ACTIVE,156.0,85.0
MALE,39,"URBAN 200,000-500,000",Slaskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,1791.0,WIDOWED,10.0,1941.0,,2000.0,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,YES,,NO,NO,,,NO,,SWEDEN,NONE,162.0,75.0
MALE,32,"URBAN BELOW 20,000",Swietokrzyskie,SECONDARY,social sciences,EMPLOYED IN PRIVATE SECTOR,7.0,1942.0,MARRIED,6.0,,10.0,,MOSTLY DISSATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,YES,,NO,,NO,,NO,,GERMANY,NONE,155.0,89.0
MALE,66,"URBAN 20,000-100,000",Lubelskie,SECONDARY,no specialisation,RETIRED,0.0,1622.0,MARRIED,7.0,,,,MOSTLY DISSATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,,NO,NO,NO,,NO,LESS THAN 1 YEAR,,NONE,155.0,52.0
MALE,39,RURAL AREAS,Podkarpackie,PRIMARY/NO EDUCATION,no specialisation,UNEMPLOYED,0.0,,WIDOWED,7.0,1982.0,,,MOSTLY SATISFIED,2.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,3.0,NO,16.0,NO,NO,NO,,NO,,,NONE,163.0,64.0
MALE,47,"URBAN 500,000 AND OVER",Pomorskie,SECONDARY,production and processing,PUPIL OR STUDENT,,2170.0,SINGLE,7.0,,,1998.0,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,8.0,NO,,NO,YES,,,"YES, TO EU COUNTRY",FOREVER,GREAT BRITAIN,NONE,176.0,60.0
MALE,53,RURAL AREAS,Slaskie,SECONDARY,no specialisation,RETIRED,0.0,1629.0,DIVORCED,6.0,1980.0,,,MOSTLY SATISFIED,2.0,IT`S DIFFICULT TO TELL,YES,YES,NO,8.0,YES,,NO,NO,NO,,NO,,,NONE,170.0,57.0
FEMALE,57,"URBAN 500,000 AND OVER",Podkarpackie,PRIMARY/NO EDUCATION,technical science,PUPIL OR STUDENT,24.0,1661.0,SINGLE,10.0,,7.0,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,5.0,YES,,NO,NO,NO,,NO,,,NONE,175.0,61.0
FEMALE,56,"URBAN 500,000 AND OVER",Slaskie,POST-SECONDARY OR HIGHER,technical science,RETIRED,,1666.0,MARRIED,,,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,20.0,NO,,NO,NO,NO,,NO,LESS THAN 1 YEAR,,NONE,167.0,70.0
FEMALE,24,"URBAN BELOW 20,000",Pomorskie,VOCATIONAL/GRAMMAR,physical sciences,LONG-TERM SICK/DISABLED,,1018.0,MARRIED,3.0,,,,DELIGHTED,20.0,IT`S DIFFICULT TO TELL,YES,YES,YES,6.0,YES,,NO,NO,NO,,NO,,,PASSIVE,173.0,58.0
MALE,58,"URBAN 100,000-200,000",Slaskie,PRIMARY/NO EDUCATION,"agriculture, forestry, fishing",LONG-TERM SICK/DISABLED,0.0,1616.0,WIDOWED,7.0,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,YES,,NO,NO,NO,,NO,FOREVER,,NONE,170.0,82.0
FEMALE,67,"URBAN 20,000-100,000",Mazowieckie,POST-SECONDARY OR HIGHER,no specialisation,RETIRED,0.0,,SINGLE,6.0,1999.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,2.0,NO,16.0,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,161.0,70.0
FEMALE,22,RURAL AREAS,Podlaskie,POST-SECONDARY OR HIGHER,no specialisation,RETIRED,0.0,,MARRIED,6.0,1980.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5.0,NO,16.0,NO,NO,NO,,NO,,,NONE,165.0,58.0
FEMALE,16,"URBAN 100,000-200,000",Swietokrzyskie,POST-SECONDARY OR HIGHER,technical science,PUPIL OR STUDENT,0.0,319.0,MARRIED,2.0,1981.0,,,MOSTLY DISSATISFIED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5.0,NO,,NO,YES,NO,,"YES, TO EU COUNTRY",,,NONE,160.0,66.0
FEMALE,70,"URBAN BELOW 20,000",Mazowieckie,SECONDARY,technical science,UNEMPLOYED,22.0,1717.0,MARRIED,,1980.0,,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,,NO,NO,NO,,NO,,,ACTIVE,165.0,56.0
FEMALE,28,"URBAN 200,000-500,000",Mazowieckie,VOCATIONAL/GRAMMAR,economy and administration,UNEMPLOYED,25.0,1706.0,WIDOWED,,1981.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,20.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,171.0,74.0
MALE,36,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,services for the population and transport services,PUPIL OR STUDENT,24.0,1636.0,SINGLE,4.0,,,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,6.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,164.0,103.0
FEMALE,63,"URBAN 200,000-500,000",Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",OTHER ECONOMICALLY INACTIVE,0.0,1733.0,MARRIED,6.0,1945.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,YES,YES,2.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,180.0,56.0
FEMALE,64,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,economy and administration,RETIRED,6.0,2033.0,MARRIED,7.0,1978.0,7.0,,MIXED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10.0,NO,,NO,NO,NO,,NO,IT DEPENDS,,NONE,162.0,85.0
MALE,37,RURAL AREAS,Slaskie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PUBLIC SECTOR,5.0,1684.0,SINGLE,,1987.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,3.0,NO,,NO,NO,NO,,NO,,,PASSIVE,163.0,80.0
MALE,25,"URBAN 20,000-100,000",Slaskie,SECONDARY,economy and administration,,24.0,3183.0,SINGLE,10.0,1995.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,,4.0,NO,16.0,NO,NO,NO,,,LESS THAN 1 YEAR,,NONE,162.0,89.0
FEMALE,57,"URBAN 500,000 AND OVER",Pomorskie,SECONDARY,,FARMER,7.0,,MARRIED,7.0,1981.0,,,PLEASED,7.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,4.0,NO,,NO,NO,NO,,NO,,,ACTIVE,182.0,80.0
FEMALE,25,"URBAN 500,000 AND OVER",Slaskie,PRIMARY/NO EDUCATION,social sciences,PUPIL OR STUDENT,22.0,2269.0,SINGLE,1.0,1964.0,,,PLEASED,9.0,IT`S DIFFICULT TO TELL,YES,YES,YES,6.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",MORE THAN 2 YEARS,,NONE,174.0,
MALE,45,RURAL AREAS,Pomorskie,PRIMARY/NO EDUCATION,no specialisation,SELF-EMPLOYED,6.0,,MARRIED,7.0,,,,PLEASED,1.0,IT`S DIFFICULT TO TELL,YES,NO,YES,12.0,NO,16.0,NO,NO,NO,,,,,NONE,165.0,90.0
MALE,61,"URBAN BELOW 20,000",Dolnoslaskie,PRIMARY/NO EDUCATION,economy and administration,EMPLOYED IN PRIVATE SECTOR,0.0,1782.0,DE FACTO SEPARATED,,,7.0,,MIXED,8.0,IT`S DIFFICULT TO TELL,YES,NO,NO,15.0,NO,,NO,NO,NO,,NO,,,NONE,163.0,85.0
FEMALE,37,"URBAN 20,000-100,000",Slaskie,VOCATIONAL/GRAMMAR,services for the population and transport services,FARMER,0.0,,WIDOWED,10.0,1971.0,,,PLEASED,1.0,IT`S DIFFICULT TO TELL,YES,YES,YES,4.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,83.0
FEMALE,16,"URBAN 500,000 AND OVER",Podlaskie,SECONDARY,technical science,PUPIL OR STUDENT,23.0,,SINGLE,7.0,1981.0,,,MIXED,7.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3.0,YES,,YES,NO,NO,,NO,,,NONE,161.0,49.0
FEMALE,52,"URBAN BELOW 20,000",Lodzkie,VOCATIONAL/GRAMMAR,technical science,RETIRED,0.0,1643.0,WIDOWED,8.0,2000.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,4.0,NO,16.0,NO,NO,NO,,NO,,,NONE,180.0,63.0
MALE,88,RURAL AREAS,Malopolskie,SECONDARY,art,EMPLOYED IN PRIVATE SECTOR,6.0,1712.0,WIDOWED,,1968.0,,1998.0,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,15.0,NO,NO,NO,,NO,,,NONE,163.0,100.0
MALE,40,"URBAN 500,000 AND OVER",Slaskie,POST-SECONDARY OR HIGHER,no specialisation,UNEMPLOYED,0.0,2096.0,SINGLE,10.0,1994.0,7.0,,MOSTLY DISSATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,10.0,NO,,NO,NO,NO,,NO,,,NONE,162.0,60.0
MALE,51,"URBAN 500,000 AND OVER",Malopolskie,SECONDARY,veterinary medicine,PUPIL OR STUDENT,6.0,1719.0,SINGLE,,1980.0,,,MOSTLY SATISFIED,6.0,ONE CAN`T BE TOO CAREFUL,NO,YES,NO,20.0,NO,20.0,NO,YES,NO,,NO,,,ACTIVE,183.0,76.0
FEMALE,18,"URBAN 100,000-200,000",Mazowieckie,POST-SECONDARY OR HIGHER,no specialisation,OTHER ECONOMICALLY INACTIVE,0.0,,WIDOWED,10.0,1980.0,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,18.0,YES,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,156.0,54.0
FEMALE,45,"URBAN BELOW 20,000",Slaskie,VOCATIONAL/GRAMMAR,economy and administration,RETIRED,,2013.0,SINGLE,,,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,21.0,NO,,NO,NO,NO,,NO,,,NONE,170.0,59.0
MALE,57,"URBAN BELOW 20,000",Podkarpackie,POST-SECONDARY OR HIGHER,production and processing,PUPIL OR STUDENT,0.0,,MARRIED,9.0,1980.0,,,PLEASED,6.0,IT`S DIFFICULT TO TELL,YES,YES,NO,8.0,NO,15.0,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,186.0,63.0
MALE,64,"URBAN 100,000-200,000",Malopolskie,PRIMARY/NO EDUCATION,biological sciences,LONG-TERM SICK/DISABLED,6.0,,MARRIED,,1980.0,,,PLEASED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,3.0,YES,16.0,NO,NO,NO,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,,NONE,183.0,85.0
FEMALE,91,"URBAN 500,000 AND OVER",Lubelskie,POST-SECONDARY OR HIGHER,architecture and construction,PUPIL OR STUDENT,,,MARRIED,,1980.0,,,PLEASED,,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,6.0,NO,16.0,NO,NO,NO,,NO,IT DEPENDS,,NONE,168.0,85.0
MALE,64,"URBAN BELOW 20,000",Swietokrzyskie,SECONDARY,no specialisation,PUPIL OR STUDENT,6.0,1421.0,MARRIED,7.0,1945.0,7.0,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10.0,NO,,NO,NO,NO,,NO,,,ACTIVE,164.0,66.0
FEMALE,54,RURAL AREAS,Zachodnio-pomorskie,VOCATIONAL/GRAMMAR,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,1541.0,MARRIED,6.0,1981.0,7.0,,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,5.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,NONE,175.0,65.0
FEMALE,81,"URBAN 20,000-100,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,no specialisation,RETIRED,,1698.0,MARRIED,,,,,MOSTLY DISSATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,175.0,76.0
FEMALE,49,RURAL AREAS,Mazowieckie,SECONDARY,services for the population and transport services,PUPIL OR STUDENT,0.0,1419.0,SINGLE,8.0,1981.0,7.0,,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,3.0,NO,,NO,NO,YES,,NO,FOREVER,,NONE,170.0,55.0
MALE,58,"URBAN 100,000-200,000",Podkarpackie,VOCATIONAL/GRAMMAR,no specialisation,OTHER ECONOMICALLY INACTIVE,0.0,1655.0,DIVORCED,7.0,1981.0,,,MOSTLY SATISFIED,16.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,4.0,NO,,NO,NO,NO,,NO,LESS THAN 1 YEAR,,NONE,170.0,58.0
MALE,63,"URBAN BELOW 20,000",Lodzkie,POST-SECONDARY OR HIGHER,no specialisation,LONG-TERM SICK/DISABLED,,1970.0,SINGLE,,,,1998.0,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,5.0,NO,,NO,YES,NO,,"YES, TO NON-EU COUNTRY",,,ACTIVE,156.0,76.0
FEMALE,25,"URBAN BELOW 20,000",Pomorskie,SECONDARY,production and processing,EMPLOYED IN PRIVATE SECTOR,24.0,5429.0,MARRIED,1.0,,,,PLEASED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,,NO,,YES,NO,NO,,NO,,,NONE,175.0,117.0
FEMALE,42,"URBAN BELOW 20,000",Pomorskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,,,DIVORCED,7.0,1958.0,,,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,20.0,NO,,NO,NO,NO,,NO,,,NONE,178.0,80.0
MALE,68,RURAL AREAS,Podlaskie,VOCATIONAL/GRAMMAR,technical science,OTHER ECONOMICALLY INACTIVE,0.0,,MARRIED,10.0,1962.0,,,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,2.0,NO,,NO,NO,NO,,NO,,,NONE,182.0,57.0
MALE,55,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,6.0,1767.0,MARRIED,9.0,1980.0,,,MOSTLY SATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,YES,11.0,YES,YES,NO,,"YES, TO EU COUNTRY",,,NONE,164.0,93.0
MALE,40,"URBAN 100,000-200,000",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,technical science,OTHER ECONOMICALLY INACTIVE,0.0,10496.0,MARRIED,6.0,1980.0,,,MOSTLY SATISFIED,3.0,IT`S DIFFICULT TO TELL,YES,NO,NO,3.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,80.0
FEMALE,62,"URBAN 200,000-500,000",Podkarpackie,VOCATIONAL/GRAMMAR,technical science,EMPLOYED IN PRIVATE SECTOR,0.0,1730.0,MARRIED,4.0,1981.0,,,DELIGHTED,1.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,4.0,NO,,NO,NO,NO,,NO,IT DEPENDS,NETHERLANDS,NONE,156.0,65.0
