sex,age,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight
FEMALE,52.0,"URBAN 20,000-100,000",Lubelskie,POST-SECONDARY OR HIGHER,economy and administration,SELF-EMPLOYED,,1905.0,MARRIED,9.0,1979.0,,,MIXED,6.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,23.0,NO,,NO,NO,NO,,NO,,,PASSIVE,175.0,80.0
FEMALE,47.0,"URBAN 20,000-100,000",Swietokrzyskie,POST-SECONDARY OR HIGHER,art,EMPLOYED IN PUBLIC SECTOR,0.0,1965.0,DIVORCED,10.0,1985.0,11.0,1995.0,UNHAPPY,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,1.0,NO,,NO,NO,NO,,NO,,,PASSIVE,175.0,84.0
FEMALE,58.0,"URBAN 200,000-500,000",Podkarpackie,VOCATIONAL/GRAMMAR,technical science,LONG-TERM SICK/DISABLED,,1627.0,MARRIED,4.0,1975.0,,,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10.0,YES,10.0,NO,NO,NO,,NO,,,NONE,167.0,84.0
MALE,62.0,"URBAN 20,000-100,000",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,no specialisation,UNEMPLOYED,0.0,670.0,DIVORCED,4.0,1988.0,3.0,1985.0,MOSTLY SATISFIED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,12.0,NO,,NO,NO,NO,,NO,,,NONE,174.0,112.0
MALE,79.0,"URBAN BELOW 20,000",Dolnoslaskie,POST-SECONDARY OR HIGHER,technical science,RETIRED,24.0,1809.0,MARRIED,8.0,1957.0,,,MOSTLY SATISFIED,12.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,5.0,NO,,NO,NO,NO,,NO,,,NONE,164.0,78.0
FEMALE,70.0,"URBAN 100,000-200,000",Lubuskie,SECONDARY,social sciences,LONG-TERM SICK/DISABLED,24.0,1522.0,,4.0,1969.0,10.0,1989.0,PLEASED,6.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,19.0,NO,,NO,NO,NO,,NO,,,NONE,161.0,78.0
FEMALE,84.0,RURAL AREAS,Kujawsko-pomorskie,PRIMARY/NO EDUCATION,not applicable,RETIRED,0.0,1049.0,WIDOWED,,,1.0,2005.0,MOSTLY SATISFIED,17.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,8.0,NO,,NO,NO,NO,,NO,,,NONE,166.0,53.0
FEMALE,29.0,RURAL AREAS,Swietokrzyskie,SECONDARY,not applicable,SELF-EMPLOYED,,1058.0,MARRIED,9.0,2001.0,,,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,3.0,NO,,NO,NO,NO,,NO,,,NONE,117.0,64.0
FEMALE,87.0,RURAL AREAS,Warminsko-mazurskie,PRIMARY/NO EDUCATION,not applicable,LONG-TERM SICK/DISABLED,,2178.0,WIDOWED,6.0,1944.0,9.0,2001.0,PLEASED,12.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,9.0,NO,,NO,NO,,,NO,,,NONE,156.0,58.0
MALE,35.0,"URBAN BELOW 20,000",Zachodnio-pomorskie,SECONDARY,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0.0,266.0,DE FACTO SEPARATED,12.0,1999.0,,2009.0,PLEASED,0.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,8.0,YES,25.0,NO,NO,,,NO,,,PASSIVE,182.0,75.0
FEMALE,28.0,"URBAN 100,000-200,000",Mazowieckie,POST-SECONDARY OR HIGHER,liberal arts,UNEMPLOYED,0.0,2788.0,MARRIED,6.0,2007.0,,,MOSTLY SATISFIED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,10.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",LESS THAN 1 YEAR,SPAIN,ACTIVE,162.0,56.0
FEMALE,59.0,RURAL AREAS,Slaskie,PRIMARY/NO EDUCATION,no specialisation,RETIRED,24.0,1025.0,WIDOWED,6.0,1979.0,1.0,1995.0,MOSTLY DISSATISFIED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,15.0,NO,,NO,NO,NO,,NO,,,NONE,160.0,60.0
