sex,age,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight
MALE,20,RURAL AREAS,Kujawsko-pomorskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",PUPIL OR STUDENT,9.0,,SINGLE,7.0,1983.0,,,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,0.0,NO,,YES,NO,NO,,"YES, TO EU COUNTRY",FOREVER,,NONE,172.0,86.0
FEMALE,36,"URBAN 100,000-200,000",Zachodnio-pomorskie,POST-SECONDARY OR HIGHER,economy and administration,EMPLOYED IN PUBLIC SECTOR,0.0,,MARRIED,7.0,1997.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,NO OPINION,YES,10.0,NO,,NO,NO,NO,,NO,,GERMANY,PASSIVE,175.0,50.0
MALE,53,RURAL AREAS,Lubuskie,SECONDARY,production and processing,RETIRED,0.0,1037.0,MARRIED,10.0,1973.0,,,PLEASED,9.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,4.0,NO,,NO,NO,NO,,NO,,,NONE,157.0,89.0
FEMALE,19,RURAL AREAS,Zachodnio-pomorskie,PRIMARY/NO EDUCATION,no specialisation,PUPIL OR STUDENT,6.0,,SINGLE,7.0,1981.0,,1998.0,DELIGHTED,5.0,IT`S DIFFICULT TO TELL,YES,YES,NO,11.0,NO,,NO,NO,,,NO,,,NONE,170.0,75.0
FEMALE,37,"URBAN BELOW 20,000",Lodzkie,POST-SECONDARY OR HIGHER,no specialisation,EMPLOYED IN PUBLIC SECTOR,,1897.0,MARRIED,8.0,1989.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,8.0,NO,16.0,NO,NO,NO,,NO,LESS THAN 1 YEAR,,NONE,165.0,74.0
MALE,70,RURAL AREAS,Malopolskie,POST-SECONDARY OR HIGHER,services for the population and transport services,RETIRED,24.0,,MARRIED,,1982.0,,2005.0,MOSTLY SATISFIED,9.0,ONE CAN`T BE TOO CAREFUL,YES,NO,YES,10.0,NO,,NO,NO,NO,,NO,IT DEPENDS,,NONE,161.0,84.0
FEMALE,32,"URBAN 500,000 AND OVER",Pomorskie,POST-SECONDARY OR HIGHER,technical science,EMPLOYED IN PUBLIC SECTOR,,,MARRIED,7.0,2007.0,,1998.0,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,1.0,NO,,NO,NO,NO,,"YES, TO EU COUNTRY",,,PASSIVE,186.0,78.0
FEMALE,80,RURAL AREAS,Lubelskie,PRIMARY/NO EDUCATION,production and processing,RETIRED,24.0,,MARRIED,,1967.0,,,MOSTLY DISSATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,10.0,NO,20.0,NO,NO,NO,,NO,,,NONE,168.0,70.0
FEMALE,57,"URBAN 500,000 AND OVER",Dolnoslaskie,POST-SECONDARY OR HIGHER,"agriculture, forestry, fishing",SELF-EMPLOYED,0.0,1462.0,MARRIED,,1995.0,,,PLEASED,2.0,IT`S DIFFICULT TO TELL,YES,YES,YES,4.0,NO,,NO,NO,NO,,NO,,,PASSIVE,154.0,91.0
MALE,21,"URBAN 100,000-200,000",Podkarpackie,SECONDARY,production and processing,PUPIL OR STUDENT,6.0,1642.0,SINGLE,7.0,1982.0,,,MOSTLY SATISFIED,1.0,IT`S DIFFICULT TO TELL,YES,NO,YES,0.0,YES,,NO,NO,NO,,NO,,,NONE,168.0,50.0
