sex,age,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight
FEMALE,26,"URBAN 500,000 AND OVER",Mazowieckie,VOCATIONAL/GRAMMAR,economy and administration,PUPIL OR STUDENT,15.0,,SINGLE,7.0,1980.0,,,PLEASED,0.0,MOST PEOPLE CAN BE TRUSTED,YES,NO,NO,7.0,NO,,NO,NO,NO,,,IT DEPENDS,,PASSIVE,202.0,55.0
MALE,22,"URBAN 200,000-500,000",Dolnoslaskie,SECONDARY,technical science,UNEMPLOYED,6.0,,SINGLE,7.0,1980.0,,,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,9.0,YES,,YES,NO,,,"YES, TO NON-EU COUNTRY",,GERMANY,PASSIVE,175.0,63.0
MALE,62,RURAL AREAS,Lubuskie,VOCATIONAL/GRAMMAR,technical science,LONG-TERM SICK/DISABLED,26.0,1227.0,MARRIED,10.0,1992.0,,,PLEASED,5.0,IT`S DIFFICULT TO TELL,YES,NO,NO,9.0,YES,,NO,NO,NO,,NO,,,NONE,185.0,74.0
MALE,16,"URBAN BELOW 20,000",Dolnoslaskie,POST-SECONDARY OR HIGHER,services for the population and transport services,OTHER ECONOMICALLY INACTIVE,0.0,,MARRIED,9.0,1981.0,,1998.0,DELIGHTED,0.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0.0,NO,,NO,,NO,,NO,,,PASSIVE,167.0,62.0
FEMALE,16,"URBAN 20,000-100,000",Dolnoslaskie,SECONDARY,"agriculture, forestry, fishing",PUPIL OR STUDENT,,1551.0,SINGLE,7.0,1980.0,,,PLEASED,0.0,IT`S DIFFICULT TO TELL,YES,NO OPINION,NO,17.0,NO,16.0,NO,NO,,,NO,LESS THAN 1 YEAR,,ACTIVE,198.0,64.0
MALE,53,"URBAN 500,000 AND OVER",Mazowieckie,PRIMARY/NO EDUCATION,technical science,RETIRED,0.0,,MARRIED,,1976.0,,1998.0,MOSTLY SATISFIED,11.0,ONE CAN`T BE TOO CAREFUL,NO,YES,YES,2.0,NO,,NO,YES,NO,,NO,,,NONE,163.0,41.0
FEMALE,18,RURAL AREAS,Malopolskie,VOCATIONAL/GRAMMAR,"agriculture, forestry, fishing",PUPIL OR STUDENT,,,SINGLE,7.0,1981.0,,1998.0,PLEASED,2.0,ONE CAN`T BE TOO CAREFUL,YES,NO,NO,1.0,NO,,NO,,,,"YES, TO EU COUNTRY",IT DEPENDS,NETHERLANDS,ACTIVE,202.0,88.0
MALE,46,"URBAN 100,000-200,000",Kujawsko-pomorskie,PRIMARY/NO EDUCATION,"agriculture, forestry, fishing",EMPLOYED IN PRIVATE SECTOR,0.0,,MARRIED,,1965.0,,,PLEASED,5.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,YES,0.0,NO,16.0,NO,NO,NO,,NO,,,NONE,157.0,60.0
FEMALE,18,"URBAN BELOW 20,000",Dolnoslaskie,VOCATIONAL/GRAMMAR,liberal arts,RETIRED,6.0,1588.0,SINGLE,,1980.0,,,MIXED,4.0,IT`S DIFFICULT TO TELL,YES,YES,NO,2.0,NO,,NO,NO,NO,,NO,,,NONE,174.0,62.0
FEMALE,42,RURAL AREAS,Mazowieckie,PRIMARY/NO EDUCATION,biological sciences,LONG-TERM SICK/DISABLED,6.0,1533.0,WIDOWED,11.0,1981.0,,,PLEASED,8.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,0.0,NO,,NO,NO,NO,,NO,,,NONE,169.0,89.0
