sex,age,placesize,region,edu,eduspec,socprof,unempdur,income,marital,mmarr,ymarr,msepdiv,ysepdiv,ls,depress,trust,trustfam,trustneigh,sport,nofriend,smoke,nociga,alcabuse,alcsol,workab,wkabdur,wkabint,wkabintdur,emcc,englang,height,weight
FEMALE,72.0,"URBAN 100,000-200,000",Dolnoslaskie,SECONDARY,no specialisation,RETIRED,0.0,315.0,MARRIED,7.0,1996.0,2.0,1996.0,MOSTLY SATISFIED,11.0,MOST PEOPLE CAN BE TRUSTED,YES,YES,NO,1.0,NO,15.0,NO,NO,NO,39.0,NO,LESS THAN 1 YEAR,GREAT BRITAIN,NONE,168.0,63.0
MALE,51.0,"URBAN BELOW 20,000",Dolnoslaskie,POST-SECONDARY OR HIGHER,services for the population and transport services,EMPLOYED IN PUBLIC SECTOR,0.0,1170.0,MARRIED,1.0,1980.0,3.0,1979.0,PLEASED,10.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,2.0,NO,20.0,NO,NO,NO,14.0,NO,IT DEPENDS,GERMANY,NONE,176.0,60.0
MALE,70.0,RURAL AREAS,Lodzkie,VOCATIONAL/GRAMMAR,pedagogics,EMPLOYED IN PRIVATE SECTOR,7.0,1627.0,MARRIED,10.0,1965.0,5.0,2010.0,MOSTLY SATISFIED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,3.0,NO,10.0,NO,NO,NO,1.0,NO,LESS THAN 1 TO 2 YEARS,NORWAY,NONE,169.0,59.0
FEMALE,62.0,RURAL AREAS,Malopolskie,SECONDARY,no specialisation,EMPLOYED IN PRIVATE SECTOR,0.0,1465.0,MARRIED,9.0,1997.0,9.0,2006.0,MIXED,4.0,ONE CAN`T BE TOO CAREFUL,YES,YES,NO,7.0,YES,20.0,NO,NO,NO,15.0,NO,IT DEPENDS,GERMANY,NONE,169.0,57.0
FEMALE,83.0,"URBAN 200,000-500,000",Pomorskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,10.0,1014.0,MARRIED,1.0,1983.0,3.0,2006.0,MOSTLY SATISFIED,5.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,15.0,NO,10.0,NO,NO,NO,7.0,NO,IT DEPENDS,GREAT BRITAIN,ACTIVE,164.0,73.0
MALE,74.0,"URBAN 20,000-100,000",Warminsko-mazurskie,VOCATIONAL/GRAMMAR,services for the population and transport services,RETIRED,24.0,2317.0,MARRIED,10.0,2006.0,5.0,1991.0,PLEASED,13.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,6.0,NO,20.0,NO,NO,NO,37.0,NO,LESS THAN 1 YEAR,GERMANY,NONE,174.0,90.0
FEMALE,27.0,"URBAN 200,000-500,000",Opolskie,VOCATIONAL/GRAMMAR,technical science,RETIRED,0.0,1049.0,MARRIED,6.0,2008.0,10.0,2007.0,MOSTLY SATISFIED,1.0,ONE CAN`T BE TOO CAREFUL,YES,YES,YES,9.0,YES,10.0,NO,NO,NO,0.0,NO,LESS THAN 1 YEAR,GREAT BRITAIN,NONE,167.0,43.0
MALE,54.0,"URBAN 500,000 AND OVER",Lubelskie,VOCATIONAL/GRAMMAR,social sciences,PUPIL OR STUDENT,0.0,1853.0,MARRIED,7.0,1989.0,9.0,2002.0,MIXED,8.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,NO OPINION,YES,11.0,NO,10.0,NO,NO,NO,8.0,NO,LESS THAN 1 YEAR,GREAT BRITAIN,ACTIVE,178.0,95.0
MALE,18.0,"URBAN BELOW 20,000",Lubelskie,SECONDARY,healthcare,RETIRED,0.0,2178.0,WIDOWED,8.0,1971.0,10.0,1998.0,MIXED,15.0,ONE CAN`T BE TOO CAREFUL,NO OPINION,YES,YES,6.0,NO,20.0,NO,NO,NO,24.0,NO,IT DEPENDS,GERMANY,NONE,186.0,106.0
FEMALE,59.0,RURAL AREAS,Pomorskie,POST-SECONDARY OR HIGHER,no specialisation,RETIRED,0.0,3446.0,MARRIED,4.0,1982.0,6.0,1987.0,PLEASED,3.0,ONE CAN`T BE TOO CAREFUL,YES,NO OPINION,NO,5.0,NO,20.0,YES,NO,NO,26.0,NO,IT DEPENDS,NORWAY,PASSIVE,163.0,81.0
